country,population,article_name,revision_id,prediction
Sierra Leone,7.7,Sam Franklyn Gibson,774277229,Stub
Sierra Leone,7.7,Mohamed A. Jalloh,775070752,Stub
Sierra Leone,7.7,Joseph Mustapha,777519777,Stub
Sierra Leone,7.7,Jusu Sawie,777899463,Stub
Sierra Leone,7.7,Kandeh Baba Conteh,778249539,Stub
Sierra Leone,7.7,Elizabeth Alpha-Lavalie,779746020,Start
Sierra Leone,7.7,Youkie Foday,779746837,Stub
Sierra Leone,7.7,Richard Canreba Caulker,780423353,Stub
Sierra Leone,7.7,Edmund Cowan,780653521,Stub
Sierra Leone,7.7,Mabinty Daramy,782808061,Start
Sierra Leone,7.7,Maigore Kallon,783438483,Start
Sierra Leone,7.7,Momodu Koroma,783486983,Stub
Sierra Leone,7.7,Abdul Karim Koroma,783487432,Stub
Sierra Leone,7.7,Mohamed Lamin Kamara,783488194,Stub
Sierra Leone,7.7,Karefa Kargbo,783488273,Stub
Sierra Leone,7.7,Alusine Fofanah,783488489,Stub
Sierra Leone,7.7,Shirley Gbujama,783488579,Start
Sierra Leone,7.7,Alimamy Pallo Bangura,783488640,Start
Sierra Leone,7.7,Constance Cummings-John,783550013,C
Sierra Leone,7.7,Mary Musa,783816690,Start
Sierra Leone,7.7,J. B. Dauda,784041744,Start
Sierra Leone,7.7,Abdul Kady Karim,786317277,Start
Sierra Leone,7.7,Abdul Serry-Kamal,787401928,Stub
Sierra Leone,7.7,Abel Nathaniel Bankole Stronge,787412159,Stub
Sierra Leone,7.7,Albert Margai,788198777,B
Sierra Leone,7.7,Charles Caulker,788219552,Stub
Sierra Leone,7.7,Alhaji Chief Mucktarru-Kallay,788464366,Stub
Sierra Leone,7.7,Amadu Jalloh,788737918,Stub
Sierra Leone,7.7,Amadu Wurie,788737923,Stub
Sierra Leone,7.7,Andrew Lungay,789096565,Stub
Sierra Leone,7.7,Andrew Turay,789111001,Stub
Sierra Leone,7.7,Mohamed Kamarainba Mansaray,789674617,Start
Sierra Leone,7.7,Sunkari Kabba-Kamara,789832044,Stub
Sierra Leone,7.7,Sunkarie Kabba-Kamara,789832057,Stub
Sierra Leone,7.7,Augustine Bockarie,790144566,Stub
Sierra Leone,7.7,Baba Jigida,790369795,Stub
Sierra Leone,7.7,Banja Tejan-Sie,790561983,Start
Sierra Leone,7.7,Bindi Hindowa Samba,791486457,Stub
Sierra Leone,7.7,Bomba Jawara,791902005,Stub
Sierra Leone,7.7,Yahya Kanu,792289837,Stub
Sierra Leone,7.7,Richard Doherty (colonialist),792566165,Start
Sierra Leone,7.7,Bai Kelfa Sankoh,793048396,Stub
Sierra Leone,7.7,Henry Olufumi Macauley,793419161,Stub
Sierra Leone,7.7,John Amadu Bangura,795767321,C
Sierra Leone,7.7,Christopher Okoro Cole,795849583,Start
Sierra Leone,7.7,Ahmed Ramadan Dumbuya,796051117,Stub
Sierra Leone,7.7,Sorie Ibrahim Koroma,796393915,Start
Sierra Leone,7.7,Kemoh Sesay,796667443,Start
Sierra Leone,7.7,Abu Mbawa Kongobah,797222969,Stub
Sierra Leone,7.7,Albert Joe Demby,797624341,Stub
Sierra Leone,7.7,Danda Mohamed Kondeh,798818951,Stub
Sierra Leone,7.7,Salia Jusu-Sheriff,800054530,Stub
Sierra Leone,7.7,Samuel Sam-Sumana,800067694,C
Sierra Leone,7.7,List of colonial governors of Sierra Leone,800353101,B
Sierra Leone,7.7,Dennis Bright,800547979,Stub
Sierra Leone,7.7,Saa Emerson Lamina,800611487,C
Sierra Leone,7.7,Abubakarr Jalloh,800845598,Stub
Sierra Leone,7.7,Kai Abdul Foday,800940186,Stub
Sierra Leone,7.7,Thomas Peters (revolutionary),800963145,C
Sierra Leone,7.7,Edward Turay,801173178,C
Sierra Leone,7.7,Zainab Bangura,801329937,C
Sierra Leone,7.7,Abass Bundu,801364087,Start
Sierra Leone,7.7,Ella Koblo Gulama,801442865,C
Sierra Leone,7.7,Dauda Kamara,801492084,Stub
Sierra Leone,7.7,Emmanuel Cummings,801569782,Stub
Sierra Leone,7.7,I. T. A. Wallace-Johnson,801838865,FA
Sierra Leone,7.7,Jengo Stevens,803317036,Stub
Sierra Leone,7.7,Maurice Henry Dorman,803409972,Start
Sierra Leone,7.7,David Lansana,803730446,Start
Sierra Leone,7.7,Minkailu Mansaray,803993760,Start
Sierra Leone,7.7,Ernest Bai Koroma,805615191,B
Sierra Leone,7.7,Herbert Bankole-Bright,806002700,Start
Sierra Leone,7.7,Alpha Timbo,806071894,Start
Sierra Leone,7.7,Milton Margai,806096104,C
Sierra Leone,7.7,Valentine Strasser,806142580,Start
Sierra Leone,7.7,Madam Yoko,806163985,Start
Sierra Leone,7.7,John Karefa-Smart,806364858,Start
Sierra Leone,7.7,Victor Bockarie Foh,806397669,C
Sierra Leone,7.7,Siaka Stevens,806510585,C
Sierra Leone,7.7,Ahmad Tejan Kabbah,807178306,C
Sierra Leone,7.7,Chernor Maju Bah,807375109,Start
Togo,8.0,Council of Ministers of Togo,595693452,Start
Togo,8.0,Ata Messan Ajavon Zeus,687492743,Stub
Togo,8.0,Ptomsoouwé Batchassi,707898065,Stub
Togo,8.0,Cokossi,710595345,Stub
Togo,8.0,Paulin Freitas,712645544,Stub
Togo,8.0,Yaovi Adodo,712734467,Stub
Togo,8.0,Issifou Tabiou Taffa,717372308,Stub
Togo,8.0,Sambrini Targone,725519775,Stub
Togo,8.0,Jacques Amouzou,744446347,Start
Togo,8.0,Kwesi Ahoomey-Zunu,748943444,Start
Togo,8.0,Solitoki Esso,749072118,C
Togo,8.0,Dama Dramani,749390397,C
Togo,8.0,Atsutsè Kokouvi Agbobli,749481229,Start
Togo,8.0,Zarifou Ayéva,750056495,C
Togo,8.0,Eugene Koffi Adoboli,751354862,Start
Togo,8.0,Cina Lawson,757072691,Start
Togo,8.0,Adjaratou Abdoulaye,762193615,Stub
Togo,8.0,Mawupé Valentin Vovor,765802831,Start
Togo,8.0,Richard Attipoé,766422220,Start
Togo,8.0,Yawovi Agboyibo,767455701,GA
Togo,8.0,Kodjo Amegnisso Tossou,768137891,Stub
Togo,8.0,Issifou Okoulou-Kantchati,775559429,Start
Togo,8.0,Joseph Kokou Koffigoh,777508887,C
Togo,8.0,Sylvanus Olympio,777591897,GA
Togo,8.0,Koffi Agbényéga Voule-Frititi,779157249,Start
Togo,8.0,Koffi Panou,779157355,Start
Togo,8.0,Koffi Sama,779157358,Start
Togo,8.0,Kofi Esaw,779157994,Start
Togo,8.0,Kokou Agbemadon,779171193,Stub
Togo,8.0,Kokou Tozoun,779171199,Start
Togo,8.0,Komlan Mally,779196044,B
Togo,8.0,Kwassi Klutse,779487230,C
Togo,8.0,Antoine Meatchi,780039767,Stub
Togo,8.0,Komi Sélom Klassou,781429304,C
Togo,8.0,Loumonvi Fombo,782392474,Stub
Togo,8.0,Germaine Kouméalo Anaté,783682459,Stub
Togo,8.0,Léopold Gnininvi,783706587,C
Togo,8.0,Roland Kpotsra,788030247,Start
Togo,8.0,Tavio Amorin,788586981,Start
Togo,8.0,Robert Ajavon,788825895,Stub
Togo,8.0,Martin Aku,788827500,Stub
Togo,8.0,Emmanuel Bodjollé,789214404,Stub
Togo,8.0,Nicolas Grunitzky,790256499,Start
Togo,8.0,Barry Moussa Barqué,790669066,C
Togo,8.0,Isabelle Ameganvi,790831709,C
Togo,8.0,Pascal Bodjona,791734121,Start
Togo,8.0,Charles Kondi Agba,793682848,Start
Togo,8.0,Claude Améganvi,794614749,Stub
Togo,8.0,Améyo Adja,796168325,Stub
Togo,8.0,List of Presidents of Togo,798182208,Start
Togo,8.0,Dahuku Péré,798697339,C
Togo,8.0,Zakari Nandja,799294891,Stub
Togo,8.0,Kpatcha Gnassingbé,799485538,C
Togo,8.0,List of Prime Ministers of Togo,799496595,Start
Togo,8.0,Bonfoh Abass,799528512,C
Togo,8.0,Abra Amedomé,800328614,Stub
Togo,8.0,Edem Kodjo,801028639,B
Togo,8.0,Agbéyomé Kodjo,801210749,C
Togo,8.0,Eric Kpadé,801875449,Start
Togo,8.0,Fambaré Ouattara Natchaba,802724509,C
Togo,8.0,Faure Gnassingbé,804585331,C
Togo,8.0,Gahoun Georges Hégbor,804612251,Start
Togo,8.0,Gilbert Houngbo,805633258,C
Togo,8.0,Kléber Dadjo,805965140,Start
Togo,8.0,Gnassingbé Eyadéma,806177985,C
Burundi,11.8,Ezechiel Nibigira,709912048,Stub
Burundi,11.8,Léonce Ngendakumana,718930173,Stub
Burundi,11.8,Libérat Mfumukeko,738241771,Start
Burundi,11.8,Council of Ministers (Burundi),741142060,Start
Burundi,11.8,Alice Nzomukunda,757065467,Start
Burundi,11.8,Marina Barampama,757065502,Start
Burundi,11.8,Marie-Rose Nizigiyimana,757615341,Stub
Burundi,11.8,Ntare I of Burundi,762598944,Stub
Burundi,11.8,Mwezi III of Burundi,762599147,Stub
Burundi,11.8,Mutaga III of Burundi,762599271,Stub
Burundi,11.8,Mwambutsa I of Burundi,762599399,Stub
Burundi,11.8,Ntare IV of Burundi,762599435,Stub
Burundi,11.8,Albert Shibura,763631191,Stub
Burundi,11.8,Pascal Bubiriza,764972737,Start
Burundi,11.8,Ririkumutima,771856846,Start
Burundi,11.8,Mwami,773690226,Stub
Burundi,11.8,Joseph Bamina,780631130,Start
Burundi,11.8,Template:BurundiPMs,780631140,Stub
Burundi,11.8,Melchior Ndadaye,783156095,C
Burundi,11.8,Hafsa Mossi,783682224,Start
Burundi,11.8,Esther Kamatari,786432171,Start
Burundi,11.8,Louis Rwagasore,787175253,C
Burundi,11.8,Pierre Buyoya,788025459,Start
Burundi,11.8,Gérard Mfuranzima,789959423,Start
Burundi,11.8,Frédéric Bamvuginyumvira,790005583,Stub
Burundi,11.8,Alphonse Barancira,790005584,Stub
Burundi,11.8,Antoinette Batumubwira,790005587,Stub
Burundi,11.8,Léopold Biha,790005607,Stub
Burundi,11.8,Joseph Cimpaye,790005624,Stub
Burundi,11.8,Ernest Kabushemeye,790005630,Stub
Burundi,11.8,Alphonse-Marie Kadege,790005632,Stub
Burundi,11.8,Anatole Kanyenkiko,790005636,Stub
Burundi,11.8,Jean-Baptiste Manwangari,790005639,Stub
Burundi,11.8,André Muhirwa,790005662,Stub
Burundi,11.8,Immaculée Nahayo,790005664,Stub
Burundi,11.8,Pierre Claver Nahimana,790005665,Stub
Burundi,11.8,Antoine Nduwayo,790005667,Stub
Burundi,11.8,Martin Nduwimana,790005669,Start
Burundi,11.8,Pierre Ngendandumwe,790005673,Stub
Burundi,11.8,Frédéric Ngenzebuhoro,790005674,Stub
Burundi,11.8,Schadrack Niyonkuru,790005691,Stub
Burundi,11.8,Sylvestre Ntibantunganya,790005718,Stub
Burundi,11.8,Albin Nyamoya,790005725,Stub
Burundi,11.8,Yves Sahinguvu,790005738,Stub
Burundi,11.8,Christian Sendegeya,790005740,Stub
Burundi,11.8,Mathias Sinamenye,790005752,Stub
Burundi,11.8,Therence Sinunguruza,790005754,Stub
Burundi,11.8,Marie-Thérèse Toyi,790005757,Stub
Burundi,11.8,Domitien Ndayizeye,791163610,Start
Burundi,11.8,Perpétue Nshimirimana,792861234,Stub
Burundi,11.8,Zedi Feruzi,794306094,Start
Burundi,11.8,Emmanuel Niyonkuru,794703327,Start
Burundi,11.8,Mwambutsa IV of Burundi,794838668,Start
Burundi,11.8,Agathon Rwasa,795213776,Start
Burundi,11.8,Cyprien Ntaryamira,795739680,Start
Burundi,11.8,Alexis Sinduhije,796053719,GA
Burundi,11.8,François Ngeze,797689230,Stub
Burundi,11.8,Prime Minister of Burundi,798157270,Start
Burundi,11.8,Vice-President of Burundi,798157352,C
Burundi,11.8,Michel Micombero,798305592,C
Burundi,11.8,List of mayors of Bujumbura,798359354,Stub
Burundi,11.8,Adrien Sibomana,798541884,Stub
Burundi,11.8,List of kings of Burundi,798795008,Start
Burundi,11.8,Pascal-Firmin Ndimira,799465256,Stub
Burundi,11.8,Pié Masumbuko,799532164,Stub
Burundi,11.8,Mutaga IV of Burundi,800766594,Stub
Burundi,11.8,Mwezi IV of Burundi,800766694,Stub
Burundi,11.8,Édouard Nzambimana,801343171,Stub
Burundi,11.8,Vénérand Bakevyumusaya,801744949,Stub
Burundi,11.8,Ntare V of Burundi,801929310,C
Burundi,11.8,Jean-Baptiste Bagaza,803045943,Start
Burundi,11.8,Gabriel Ntisezerana,804580641,Stub
Burundi,11.8,Pierre Nkurunziza,805462036,C
Burundi,11.8,Denise Nkurunziza,805462160,Stub
Burundi,11.8,List of Burundian politicians,805721159,Start
Burundi,11.8,Sylvie Kinigi,806161152,Start
Comoros,0.8,Siti Kassim,716020137,Start
Comoros,0.8,Mohamed Ahmed-Chamanga,728868389,Stub
Comoros,0.8,List of politicians of the Comoros,729603058,Stub
Comoros,0.8,Mohamed Djaanfari,736136225,Stub
Comoros,0.8,Ahmed Abdallah Mohamed Sambi,754115841,Start
Comoros,0.8,Mohamed Bacar,768207676,C
Comoros,0.8,List of sultans on the Comoros,782161126,B
Comoros,0.8,Ahmed Abdou,790006633,Stub
Comoros,0.8,Mohamed Abdoulwahab,790006664,Stub
Comoros,0.8,Mohamed Ahmed (Comorian politician),790006669,Stub
Comoros,0.8,Said Atthoumani,790006674,Stub
Comoros,0.8,Nourdine Bourhane,790006679,Stub
Comoros,0.8,Haribon Chebani,790006682,Stub
Comoros,0.8,Saïd Mohamed Cheikh,790006683,Stub
Comoros,0.8,Mohamed Dahalani,790006684,Stub
Comoros,0.8,Abdou Djabir,790006691,Stub
Comoros,0.8,Ahmed Ben Said Djaffar,790006694,Stub
Comoros,0.8,Abbas Djoussouf,790006697,Stub
Comoros,0.8,Mohamed Said Fazul,790006725,Stub
Comoros,0.8,Said Hassane Said Hachim,790006729,Stub
Comoros,0.8,Ibrahim Halidi,790006730,Stub
Comoros,0.8,Hassane Hamadi,790006738,Stub
Comoros,0.8,Ahmed Ben Said Jaffar,790006740,Stub
Comoros,0.8,Fahmi Said Ibrahim,790006747,Stub
Comoros,0.8,Hamada Madi,790006750,Stub
Comoros,0.8,Mtara Maécha,790006755,Stub
Comoros,0.8,Tadjidine Ben Said Massounde,790006757,Stub
Comoros,0.8,Nourdine Midiladji,790006759,Stub
Comoros,0.8,Ali Mroudjaé,790006762,Stub
Comoros,0.8,Djaffar Ahmed Said,790006764,Stub
Comoros,0.8,Abdallah Said Sarouma,790006766,Stub
Comoros,0.8,Mohamed El-Amine Souef,790006767,Start
Comoros,0.8,Mohamed Taki Abdoulkarim,790006768,Start
Comoros,0.8,Moussa Toybou,790006774,Stub
Comoros,0.8,Caabi El-Yachroutu Mohamed,790006775,Stub
Comoros,0.8,Said Kafe,790008348,Stub
Comoros,0.8,Minister of Foreign Affairs (Comoros),791441841,Stub
Comoros,0.8,Abdou Soulé Elbak,791761149,Stub
Comoros,0.8,Bianrifi Tarmidi,791791677,Stub
Comoros,0.8,Gaston Feuillard,793210822,Stub
Comoros,0.8,Ahmed Abdallah,797626571,Start
Comoros,0.8,Ali Soilih,797896131,C
Comoros,0.8,Ikililou Dhoinine,799787090,Start
Comoros,0.8,Said Mohamed Djohar,800049451,Start
Comoros,0.8,Azali Assoumani,801935791,Start
Comoros,0.8,Bahia Massoundi,803747951,Start
Comoros,0.8,Moustadroine Abdou,804903502,Stub
Comoros,0.8,Djoueria Abdallah,806036197,Stub
Comoros,0.8,Vice-President of the Comoros,806415694,Stub
Comoros,0.8,Ibrahim Aboubacar,806431814,Stub
Comoros,0.8,Said Mohamed Jaffar,806627526,Start
Djibouti,1.0,Template:DjiboutiPMs,548181438,Stub
Djibouti,1.0,Template:DjiboutiPresidents,566428829,Stub
Djibouti,1.0,Mohamed Abdoulkader Mohamed,749520016,Start
Djibouti,1.0,Yacin Elmi Bouh,764184017,C
Djibouti,1.0,Abdoulkader Kamil Mohamed,768585232,Start
Djibouti,1.0,Mohamed Warsama Ragueh,769550767,Stub
Djibouti,1.0,Idriss Arnaoud Ali,774519987,Start
Djibouti,1.0,Omar Osman Rabe,782761131,Start
Djibouti,1.0,Ahmed Boulaleh Barreh,787912872,C
Djibouti,1.0,Ahmed Mohamed Hassan,787916163,Start
Djibouti,1.0,Ali Mohamed Daoud,788477918,C
Djibouti,1.0,Hassan Gouled Aptidon,788828318,C
Djibouti,1.0,Zeinab Kamel Ali,790006842,Stub
Djibouti,1.0,Moussa Ali Abdoulkader,790006861,Stub
Djibouti,1.0,Hasna Mohamed Dato,790006866,Stub
Djibouti,1.0,Omar Farah Iltireh,790006868,Stub
Djibouti,1.0,Ali Abdi Farah,790006870,Start
Djibouti,1.0,Daher Ahmed Farah,790006871,Start
Djibouti,1.0,Mohamed Dini Farah,790006873,Start
Djibouti,1.0,Yacin Yabeh Galeb,790006890,Stub
Djibouti,1.0,Abdallah Mohamed Kamil,790006892,Start
Djibouti,1.0,Mohamed Kamil,790006894,Stub
Djibouti,1.0,Ali Aref Bourhan,791566575,Start
Djibouti,1.0,Mahmoud Harbi,791751283,C
Djibouti,1.0,Ismaïl Omar Guelleh,793143106,B
Djibouti,1.0,Mohamed Ali Mohamed,793793853,Start
Djibouti,1.0,Ahmed Dini Ahmed,794694654,Start
Djibouti,1.0,List of Presidents of Djibouti,795488468,Start
Djibouti,1.0,Aden Robleh Awaleh,797008672,C
Djibouti,1.0,List of Prime Ministers of Djibouti,797748172,Start
Djibouti,1.0,Aïcha Mohamed Robleh,798488988,Stub
Djibouti,1.0,Moumin Bahdon Farah,799041115,C
Djibouti,1.0,Barkat Gourad Hamadou,799061778,C
Djibouti,1.0,Ougoureh Kifleh Ahmed,799416110,Start
Djibouti,1.0,Ahmed Goumane-Roble,799902999,Stub
Djibouti,1.0,Dileita Mohamed Dileita,799938459,C
Djibouti,1.0,Ahmed-Idriss Moussa,800091572,Stub
Djibouti,1.0,Souleiman Miyir Ali,800651401,Start
Djibouti,1.0,List of Djiboutian politicians,801843688,Stub
Eritrea,6.0,Abraha Kassa,707359267,Stub
Eritrea,6.0,Ibrahim Harun,707576885,Stub
Eritrea,6.0,Mohammed Saeed Nawed,723260380,Stub
Eritrea,6.0,Girma Asmerom,790007148,Stub
Eritrea,6.0,Tedla Bairu,790007182,Stub
Eritrea,6.0,Fozia Hashim,790007325,Stub
Eritrea,6.0,Selma Hassan,790007329,Stub
Eritrea,6.0,Abraham Kidane,790007338,Stub
Eritrea,6.0,Askalu Menkerios,790007346,Stub
Eritrea,6.0,Amna Nurhusein,790007350,Stub
Eritrea,6.0,Worku Tesfamichael,790007416,Stub
Eritrea,6.0,Berhane Habtemariam,791139180,Stub
Eritrea,6.0,Aster Yohannes,793495374,Start
Eritrea,6.0,Aster Fissehatsion,793495557,Start
Eritrea,6.0,Abdulkadir Kebire,794185774,C
Eritrea,6.0,Ambaye Wolde Mariam,798423270,GA
Ethiopia,107.5,Template:President of Ethiopia,602470386,Stub
Ethiopia,107.5,Template:AddisAbabaMayors,632582059,Stub
Ethiopia,107.5,Actisanes,682149007,Stub
Ethiopia,107.5,Abebe Aregai,703915721,B
Ethiopia,107.5,Tekle Hawaryat,709596463,Start
Ethiopia,107.5,Monarchies of Ethiopia,710459204,Start
Ethiopia,107.5,Malko,710998579,Stub
Ethiopia,107.5,Wolde Giyorgis Wolde Yohannes,712873688,Start
Ethiopia,107.5,Sons of Yagbe'u Seyon,715768953,Start
Ethiopia,107.5,Egwale Anbesa,715823605,Stub
Ethiopia,107.5,Mohammed Omar Osman,717467080,Stub
Ethiopia,107.5,Mogus Wolde Mikael,718819854,Start
Ethiopia,107.5,Aklilu Habte-Wold,723767520,C
Ethiopia,107.5,List of rulers of Leqa Qellam,727817703,Stub
Ethiopia,107.5,List of rulers of the Janjero state of Gimirra,727817765,Stub
Ethiopia,107.5,Abba Seru Gwangul,729136308,Stub
Ethiopia,107.5,List of rulers of Welayta,732225834,Start
Ethiopia,107.5,Template:EthiopianPMs,736357521,Stub
Ethiopia,107.5,Sophia Yilma,743186718,B
Ethiopia,107.5,Ashagre Yigletu,749359903,Start
Ethiopia,107.5,Mohamouda Ahmed Gaas,749951358,Start
Ethiopia,107.5,Template:Emperors of Ethiopia,751111004,Stub
Ethiopia,107.5,Guled Casowe,756901448,Start
Ethiopia,107.5,Muktar Kedir,759140895,Start
Ethiopia,107.5,Almayahu Haile,759581517,Start
Ethiopia,107.5,List of rulers of Bosha,760511696,Start
Ethiopia,107.5,Furra,769439968,B
Ethiopia,107.5,Junedin Sado,769643970,Start
Ethiopia,107.5,Fikre Selassie Wogderess,774855271,Start
Ethiopia,107.5,Shimelis Adugna,775296975,Stub
Ethiopia,107.5,Darge Sahle Selassie,776551820,Start
Ethiopia,107.5,Yolyos,781702476,Stub
Ethiopia,107.5,Makonnen Endelkachew,781877360,Start
Ethiopia,107.5,Shiferaw Shigute,782250380,Start
Ethiopia,107.5,Girma Seifu,782359742,Stub
Ethiopia,107.5,Gebre Krestos,785127689,Stub
Ethiopia,107.5,Habte Giyorgis Dinagde,787113699,Start
Ethiopia,107.5,Atnafu Abate,788135091,C
Ethiopia,107.5,Mohamed Abdulghani,790007649,Stub
Ethiopia,107.5,Berhane Deressa,790007673,Stub
Ethiopia,107.5,Mawlid Hayir,790007734,Stub
Ethiopia,107.5,Adem Ibrahim,790007737,Stub
Ethiopia,107.5,Kifle Wodajo,790007744,Stub
Ethiopia,107.5,Alemayehu Tegenu,790007809,Stub
Ethiopia,107.5,Teketel Forsido,790007813,Stub
Ethiopia,107.5,Abay Tsehaye,790007818,Start
Ethiopia,107.5,Abay Weldu,790007820,Stub
Ethiopia,107.5,Wolle Chekol,790007822,Start
Ethiopia,107.5,Berhane Gebre-Christos,790647033,Start
Ethiopia,107.5,Birtukan Mideksa,790780368,C
Ethiopia,107.5,Teferra Wolde-Semait,792203693,C
Ethiopia,107.5,Alemayehu Atomsa,792229351,C
Ethiopia,107.5,Sinknesh Ejigu,793653679,Start
Ethiopia,107.5,Atsede Kidanu,793653905,Start
Ethiopia,107.5,Seyoum Mesfin,793654049,Start
Ethiopia,107.5,Negasso Gidada,795591408,Start
Ethiopia,107.5,Kumsa Moroda,796069435,Stub
Ethiopia,107.5,Tadesse Birru,796154980,C
Ethiopia,107.5,Demeke Mekonnen,796528257,Start
Ethiopia,107.5,Addisu Legesse,796591572,Stub
Ethiopia,107.5,Aster Mamo,797635661,Stub
Ethiopia,107.5,Asrat Desta,797648414,Start
Ethiopia,107.5,Abdulahi Mohamed Sa'adi,797882399,Start
Ethiopia,107.5,Lencho Letta,797917912,Start
Ethiopia,107.5,Gaki Sherocho,798157386,Start
Ethiopia,107.5,Gobana Dacche,798173583,C
Ethiopia,107.5,Senedu Gebru,798495427,C
Ethiopia,107.5,Alfred Ilg,798779005,Start
Ethiopia,107.5,Debretsion Gebremichael,799430842,C
Ethiopia,107.5,Agwa Alemu,799713148,Start
Ethiopia,107.5,Alimirah Hanfare,800492207,GA
Ethiopia,107.5,Andualem Aragie,800508267,C
Ethiopia,107.5,Harka Haroyu,800871550,Stub
Ethiopia,107.5,Azeb Mesfin,801481479,Start
Ethiopia,107.5,Lammaa Magarsaa,801534736,Stub
Ethiopia,107.5,Blen Mesfin,801572246,Stub
Ethiopia,107.5,Yilma Deressa,802373635,Start
Ethiopia,107.5,Tesfaye Gebre Kidan,802498395,Start
Ethiopia,107.5,Ato Shemsedin Ahmed,802533498,Start
Ethiopia,107.5,Siraj Fegessa,803111709,Stub
Ethiopia,107.5,Tekle Hawariat Tekle Mariyam,803191566,C
Ethiopia,107.5,Tekle Giyorgis II,804159604,C
Ethiopia,107.5,Abadula Gemeda,804546941,Start
Ethiopia,107.5,Victor Emmanuel III of Italy,804649542,C
Ethiopia,107.5,Zewditu,805060195,C
Ethiopia,107.5,Mulatu Teshome,805105593,Start
Ethiopia,107.5,Ras Alula,805239712,C
Ethiopia,107.5,Heruy Wolde Selassie,805371051,C
Ethiopia,107.5,Ketema Yifru,805750115,Start
Ethiopia,107.5,Diriba Kuma,805750501,Stub
Ethiopia,107.5,Negeri Lencho,805750868,Stub
Ethiopia,107.5,Ashebir Woldegiorgis,805750961,Stub
Ethiopia,107.5,Workneh Gebeyehu,805750986,Stub
Ethiopia,107.5,Yohannes IV,806067459,C
Ethiopia,107.5,Andargachew Tsige,806260035,C
Ethiopia,107.5,Seifu Mikael,806372492,C
Ethiopia,107.5,List of Emperors of Ethiopia,806551421,Start
Ethiopia,107.5,Gudit,806931864,C
Ethiopia,107.5,Mengistu Haile Mariam,807249333,C
Ethiopia,107.5,Amha Selassie,807252316,C
Ethiopia,107.5,Berhanu Bayeh,807322151,Start
Ethiopia,107.5,Goshu Wolde,807324950,Start
Ethiopia,107.5,Haddis Alemayehu,807409046,Start
Ethiopia,107.5,Tedros Adhanom,807440864,B
Ethiopia,107.5,Haile Selassie,807444000,B
Kenya,51.0,Template:Kenya-mayor-stub,444766243,Stub
Kenya,51.0,Kennedy Kiliku,623004627,Stub
Kenya,51.0,Irshadali Sumra,664793790,Stub
Kenya,51.0,Hosea Kiplagat,671032132,Stub
Kenya,51.0,Julius Muthamia,684879320,Start
Kenya,51.0,Sospeter Machage,699341277,Start
Kenya,51.0,Maurice S. Makhanu,709821199,Stub
Kenya,51.0,G. G. Njuguna Ngengi,713351236,Start
Kenya,51.0,Gitau wa Njenga,713812142,Start
Kenya,51.0,James Beauttah,713871389,Stub
Kenya,51.0,Davidson Ngibuini Kuguru,719237570,Stub
Kenya,51.0,Tiras Nyingi Ngahu,722319064,Stub
Kenya,51.0,James Njiru,723301153,Stub
Kenya,51.0,Julius Kibiwott Melly,723535564,Stub
Kenya,51.0,Ahmed Abdi Ogle,723807310,Stub
Kenya,51.0,Moses Kasaine,724109526,Stub
Kenya,51.0,Grace Jelagat Kipchoim,724671827,Stub
Kenya,51.0,Peter Njoroge Baiya,728613573,Stub
Kenya,51.0,Peter Njuguna Gitau,728613577,Stub
Kenya,51.0,Nelson Gaichuhie,728613587,Stub
Kenya,51.0,Pollyins Ochieng Anyango,728613603,Stub
Kenya,51.0,Peter Edick Omondi Anyanga,728613607,Stub
Kenya,51.0,Mohamed Hussein Ali,728613637,Stub
Kenya,51.0,Mohamed Ibrahim Elmi,728613639,Stub
Kenya,51.0,Stanley Munga Githunguri,728613646,Stub
Kenya,51.0,Ali Rasso Dido,728613680,Stub
Kenya,51.0,Adhu Awiti,728613689,Stub
Kenya,51.0,Philip Godana,728613691,Stub
Kenya,51.0,Ramadhan Seif Kajembe,728613764,Stub
Kenya,51.0,William Kipkorir,728613774,Stub
Kenya,51.0,Peter Kiilu,728613798,Stub
Kenya,51.0,Kipruto Rono Arap Kirwa,728613834,Stub
Kenya,51.0,Khatib Mwashetani,728613841,Stub
Kenya,51.0,Ntoitha M'mithiaru,728613883,Stub
Kenya,51.0,Moses Lessonet,728613900,Stub
Kenya,51.0,Raphael Lentimalo,728613907,Stub
Kenya,51.0,Simon Lesirma,728613912,Stub
Kenya,51.0,Robert Onsare Monda,728613954,Stub
Kenya,51.0,Patrick Kariuki Muiruri,728613970,Stub
Kenya,51.0,Mohamed Maalim Mohamud,728613976,Start
Kenya,51.0,Arthur Magugu,728613980,Stub
Kenya,51.0,Francis Masakhalia,728613984,Stub
Kenya,51.0,Darius Msagha Mbela,728613991,Stub
Kenya,51.0,Gilbert Kabere M'mbijiwe,728613993,Stub
Kenya,51.0,Mwandawiro Mghanga,728613996,Stub
Kenya,51.0,Fred Mbiti Gideon Mati,728614002,Stub
Kenya,51.0,George Muchai,728614003,Stub
Kenya,51.0,Robert Mbui,728614009,Stub
Kenya,51.0,Jackson Kasanga Mulwa,728614017,Stub
Kenya,51.0,Lewis Nguyai Nganga,728614091,Stub
Kenya,51.0,Mwalimu Masudi Mwahima,728614137,Stub
